BROKERTITLE,PRICE,BEDS,BATH,PROPERTYSQFT,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,STATUS,PROPERTY_TYPE,segment,BOROUGH,ZIP
sotheby's,800000,2,2.0,1257.0,"309 E 108th St #5f, New York, NY 10029, USA",40.7917785,-73.9406204,unknown,condo,Normal,Manhattan,10029
coldwell banker,430000,2,2.0,1248.0,"527 Willow Rd E #2, Staten Island, NY 10314, USA",40.6123868,-74.1511288,unknown,condo,Normal,Staten Island,10314
jessica viola,499000,3,2.0,1288.0,"625 Goethals Rd N, Staten Island, NY 10314, USA",40.6166867,-74.1576647,contingent,other,Normal,Manhattan,10314
keller williams,439500,3,2.0,1400.0,"83-80 118th St #3a, Queens, NY 11415, USA",40.7047878,-73.8344551,unknown,co op,Normal,Queens,11415
robert defalco inc,2580000,8,2.3738608579684373,6493.0,"60 Lyman Pl, Staten Island, NY 10304, USA",40.6050685,-74.0969483,unknown,house,Outlier,Manhattan,10304
re/max,200000,1,1.0,613.0,"1700 Metropolitan Ave, Bronx, NY 10462, USA",40.840459,-73.8542045,unknown,condo,Normal,Manhattan,10462
besmatch real estate,69000,1,1.0,850.0,"1185 Anderson Ave #2e, Bronx, NY 10452, USA",40.8366623,-73.9239586,unknown,co op,Outlier,Bronx,10452
corcoran,1995000,3,2.0,1546.0,"272 W 107th St #8d, New York, NY 10025, USA",40.8018548,-73.9672877,unknown,condo,Normal,Manhattan,10025
compass,230000,1,1.0,620.0,"255 W 108th St #1b, New York, NY 10025, USA",40.8028416,-73.9670229,unknown,co op,Normal,Manhattan,10025
crifasi real estate inc,220000,1,1.0,590.0,"82-35 134th St #2d, Jamaica, NY 11435, USA",40.7130136,-73.8230375,unknown,co op,Normal,Queens,11435
corcoran,475000,1,1.0,615.0,"520 E 90th St #1b, New York, NY 10128, USA",40.7779975,-73.9445342,unknown,co op,Normal,Manhattan,10128
joanne costa,1150000,2,2.0,1444.0,"91 Flagg Ct, Staten Island, NY 10304, USA",40.5882505,-74.1087291,unknown,house,Normal,Manhattan,10304
c j robin s real estate,320000,2,2.0,936.0,"1860 Story Ave # 36-B, Bronx, NY 10473, USA",40.8236857,-73.8611313,unknown,condo,Normal,Bronx,10473
re/max,295000,2,1.0,700.0,"1275 E 5th St #6a, Brooklyn, NY 11230, USA",40.6196386,-73.9707307,unknown,co op,Normal,Brooklyn,11230
serhant,285000,2,1.0,1000.0,"1439 Metropolitan Ave #6a, Bronx, NY 10462, USA",40.8362269,-73.8612346,unknown,condo,Normal,Bronx,10462
voro,328000,1,1.0,800.0,"8330 Vietor Ave Apartment 414, Flushing, NY 11373, USA",40.743059,-73.880983,unknown,co op,Normal,Queens,11373
howard hanna rand,650000,6,2.0,2310.0,"936 Taylor Ave, Bronx, NY 10473, USA",40.8244358,-73.8633737,unknown,multi family home,Normal,Manhattan,10473
corcoran,1100000,1,2.0,890.0,"247 W 46th St APT 1506, New York, NY 10036, USA",40.7598542,-73.9874427,unknown,condo,Normal,Manhattan,10036
gosen  inc,2649000,5,4.0,4050.0,"282 Macon St, Brooklyn, NY 11216, USA",40.6820924,-73.9393924,unknown,townhouse,Outlier,Manhattan,11216
corcoran,849000,2,1.0,800.0,"299 13th St #3d, Brooklyn, NY 11215, USA",40.6662599,-73.9870141,unknown,co op,Normal,Brooklyn,11215
houlihan lawrence lagrangeville,560000,3,1.0,550.0,"165 West End Ave #16c, New York, NY 10023, USA",40.777244,-73.9868738,unknown,co op,Normal,Manhattan,10023
re/max,418888,2,1.0,900.0,"946 59th St #4b, Brooklyn, NY 11219, USA",40.6339124,-74.0058434,unknown,co op,Normal,Brooklyn,11219
re/max,2600000,3,3.0,3978.0,"99 Bay 11th St, Brooklyn, NY 11228, USA",40.6083914,-74.0100209,unknown,multi family home,Outlier,Manhattan,11228
velez corp,899000,8,2.0,2160.0,"3214 Seymour Ave, Bronx, NY 10469, USA",40.8728082,-73.8469489,unknown,multi family home,Normal,Manhattan,10469
century 21 dawn s gold,979000,8,3.0,2860.0,"309 E 96th St, Brooklyn, NY 11212, USA",40.6597134,-73.9195979,unknown,multi family home,Normal,Manhattan,11212
signature premier,1025000,1,1.0,800.0,"460 E 79th St #9f, New York, NY 10075, USA",40.7712538,-73.950858,unknown,condo,Normal,Manhattan,10075
compass,1375000,1,2.0,920.0,"188 E 64th St APT 802, New York, NY 10065, USA",40.7645034,-73.9648503,unknown,condo,Normal,Manhattan,10065
keller williams,875000,3,2.0,1437.0,"105 Bennett Ave #21a, New York, NY 10033, USA",40.8539526,-73.9345678,unknown,condo,Normal,Manhattan,10033
maximillion inc,1350000,6,3.0,3000.0,"2535 E 24th St, Brooklyn, NY 11235, USA",40.5902653,-73.9455056,unknown,multi family home,Normal,Manhattan,11235
scott dobrin,815156,4,4.0,2945.0,"156 Davis Ave, Staten Island, NY 10310, USA",40.6402659,-74.110402,unknown,multi family home,Normal,Manhattan,10310
momentum real estate,1949000,3,5.0,2560.0,"11 Brighton 10th Path, Brooklyn, NY 11235, USA",40.5813374,-73.9589282,unknown,multi family home,Normal,Manhattan,11235
redfin real estate,669000,5,2.0,1893.0,"418 Beach 37th St, Far Rockaway, NY 11691, USA",40.5967151,-73.7696424,unknown,multi family home,Normal,Manhattan,11691
sotheby's,899000,3,1.0,1100.0,"529 W 42nd St #2g, New York, NY 10036, USA",40.7604194,-73.9968086,for sale,other,Normal,Manhattan,10036
compass,1100000,1,1.0,726.0,"88 Greenwich St APT 2307, New York, NY 10006, USA",40.7078844,-74.0140879,unknown,condo,Normal,Manhattan,10006
anne lopa real estate,2147483647,7,6.0,10000.0,"6659 Amboy Rd, Staten Island, NY 10309, USA",40.5184841,-74.2244185,unknown,house,Error,Manhattan,10309
keller williams,1350000,10,5.0,3383.0,"188 Richmond St, Brooklyn, NY 11208, USA",40.6828535,-73.8769965,unknown,multi family home,Normal,Manhattan,11208
onespace,799000,5,3.0,1800.0,"1124 E 51st St, Brooklyn, NY 11234, USA",40.6336127,-73.9276041,unknown,house,Normal,Manhattan,11234
keller williams,1599000,5,3.0,5600.0,"1233 Todt Hill Rd, Staten Island, NY 10304, USA",40.5813757,-74.1131912,unknown,house,Outlier,Manhattan,10304
robert defalco inc,1299900,4,4.0,2755.0,"346 George St, Staten Island, NY 10307, USA",40.5065922,-74.2393503,unknown,house,Normal,Manhattan,10307
empire city,860000,5,3.0,2324.0,"3743 Neptune Ave, Brooklyn, NY 11224, USA",40.5768936,-74.0048793,unknown,multi family home,Normal,Manhattan,11224
re/max,765000,3,4.0,2205.0,"80 Longview Rd, Staten Island, NY 10304, USA",40.611142,-74.0905357,unknown,house,Normal,Manhattan,10304
douglas elliman,259000,1,1.0,750.0,"3500 Snyder Ave #5n, Brooklyn, NY 11203, USA",40.6491203,-73.9440658,unknown,co op,Normal,Brooklyn,11203
the turner  inc,1500000,8,3.0,3135.0,"1601 Nostrand Ave., Brooklyn, NY 11226, USA",40.6471477,-73.9489423,unknown,multi family home,Normal,Manhattan,11226
brown harris stevens,850000,2,2.0,1005.0,"340 Cabrini Blvd APT 501, New York, NY 10040, USA",40.856444,-73.9377616,unknown,condo,Normal,Manhattan,10040
douglas elliman,535000,1,1.0,750.0,"192 E 8th St #1c, Brooklyn, NY 11218, USA",40.6453011,-73.9723049,unknown,co op,Normal,Brooklyn,11218
coldwell banker,849998,4,2.0,2342.0,"358 Lamoka Ave, Staten Island, NY 10312, USA",40.5487767,-74.1629254,unknown,multi family home,Normal,Manhattan,10312
skylimit,998000,5,3.0,1574.0,"60-17 59th Ave, Flushing, NY 11378, USA",40.7190856,-73.9060914,unknown,multi family home,Normal,Manhattan,11378
new concept sheiks inc,875000,6,3.0,2860.0,"1779 Edenwald Ave, Bronx, NY 10466, USA",40.8920958,-73.8487361,unknown,multi family home,Normal,Manhattan,10466
compass,2350000,1,2.0,1144.0,"456 W 19th St, New York, NY 10011, USA",40.7449256,-74.0057175,unknown,condo,Normal,Manhattan,10011
besmatch real estate,850000,5,2.0,1908.0,"4346 Edson Ave, Bronx, NY 10466, USA",40.8979269,-73.8463057,unknown,multi family home,Normal,Manhattan,10466
sotheby's,4000000,3,2.3738608579684373,2248.0,"445 Lafayette St #14a, New York, NY 10003, USA",40.7295412,-73.9913066,for sale,other,Normal,Manhattan,10003
serhant,12000000,4,4.0,3809.0,"67 Franklin St, New York, NY 10013, USA",40.7174584,-74.0038831,unknown,condo,Luxury,Manhattan,10013
nest seekers  west,799000,3,1.0,585.0,"240 Riverside Blvd #3b, New York, NY 10023, USA",40.7804721,-73.9871434,for sale,other,Normal,Manhattan,10069
corcoran,339000,3,1.0,250.0,"314 E 41st St Apt 303b, New York, NY 10017, USA",40.7488879,-73.9723947,unknown,co op,Normal,Manhattan,10017
re/max,875000,7,5.0,2680.0,"1126 Ward Ave, Bronx, NY 10472, USA",40.8270095,-73.8766285,unknown,multi family home,Normal,Manhattan,10472
keller williams,799000,7,2.0,2296.0,"1341 Fteley Ave, Bronx, NY 10472, USA",40.8333931,-73.8727914,unknown,multi family home,Normal,Manhattan,10472
sowae corp,285000,2,1.0,1380.0,"102-15 215th St, Jamaica, NY 11429, USA",40.7128326,-73.7435779,unknown,house,Normal,Manhattan,11429
century 21 aa,2499000,5,4.0,1340.0,"181 Park Ave, Brooklyn, NY 11205, USA",40.6962962,-73.9720502,unknown,multi family home,Normal,Manhattan,11205
douglas elliman,795000,4,2.0,1440.0,"42 Adrian Ave, Bronx, NY 10463, USA",40.8767388,-73.911189,unknown,townhouse,Normal,Manhattan,10463
sowae corp,250000,3,2.3738608579684373,1224.0,"164-31 99th St, Howard Beach, NY 11414, USA",40.6505528,-73.8316736,unknown,house,Normal,Manhattan,11414
nest seekers  internationa,5999000,3,3.0,3000.0,"220 Riverside Blvd #24b, New York, NY 10069, USA",40.7798567,-73.9873973,for sale,other,Normal,Manhattan,10069
douglas elliman,668000,3,2.0,1606.0,"88-08 Gettysburg St, Jamaica, NY 11426, USA",40.7299787,-73.7310756,pending,other,Normal,Manhattan,11426
hand in hand real estate,699900,3,2.0,1470.0,"102 Lamberts Ln, Staten Island, NY 10314, USA",40.6153952,-74.1610855,unknown,house,Normal,Manhattan,10314
brownstone real estate carroll gardens,5295000,4,4.0,4600.0,"75 2nd Pl, Brooklyn, NY 11231, USA",40.6800067,-73.9982111,unknown,townhouse,Outlier,Manhattan,11231
extell marketing,2265000,2,2.0,1123.0,"252 South St #26, New York, NY 10002, USA",40.710456,-73.991235,unknown,condo,Normal,Manhattan,10002
exp,459000,2,1.0,950.0,"14205 Roosevelt Ave Apt 435, Flushing, NY 11354, USA",40.7607942,-73.8258766,unknown,co op,Normal,Queens,11354
j milo real estate,1369000,4,2.3738608579684373,2900.0,"7 Stalie Ct, Staten Island, NY 10309, USA",40.5239722,-74.2213406,unknown,multi family home,Normal,Manhattan,10309
douglas elliman,559000,1,1.0,679.0,"Mirada, 161 E 110th St #6g, New York, NY 10029, USA",40.7945743,-73.9434214,unknown,condo,Normal,Manhattan,10029
berkshire hathaway homeservices cangiano estates,749000,4,1.0,1040.0,"29 Canterbury Ave, Staten Island, NY 10314, USA",40.6165347,-74.1507186,unknown,house,Normal,Manhattan,10314
douglas elliman,1295000,3,4.0,2193.0,"269 W 87th St #7b, New York, NY 10024, USA",40.7895034,-73.9769713,unknown,house,Normal,Manhattan,10024
j milo real estate ltd,879900,3,2.0,2242.0,"640 Sheldon Ave, Staten Island, NY 10312, USA",40.5409077,-74.1964937,pending,other,Normal,Manhattan,10312
corcoran,400000,2,2.0,1150.0,"8 Magnolia Pl, Bronx, NY 10465, USA",40.8131429,-73.808397,unknown,co op,Normal,Manhattan,10465
corcoran,289000,1,1.0,666.0,"1065 Vermont St #4g, Brooklyn, NY 11207, USA",40.6541622,-73.8846778,unknown,condo,Normal,Brooklyn,11207
compass,699000,1,1.0,616.0,"435 Tompkins Ave #305, Brooklyn, NY 11216, USA",40.6826476,-73.9434923,unknown,condo,Normal,Brooklyn,11216
liberty chateau inc,479000,6,2.0,3100.0,"16 Renfrew Pl, Staten Island, NY 10303, USA",40.6268305,-74.1471405,foreclosure,other,Normal,Manhattan,10303
compass,1355000,2,2.0,1002.0,"435 Tompkins Ave #703, Brooklyn, NY 11216, USA",40.6826476,-73.9434923,unknown,condo,Normal,Brooklyn,11216
compass,1225000,2,2.0,882.0,"435 Tompkins Ave #602, Brooklyn, NY 11216, USA",40.6826476,-73.9434923,unknown,condo,Normal,Brooklyn,11216
island advantage rlty,9999000,4,6.0,4531.0,"960 Park Ave #3w, New York, NY 10028, USA",40.7779497,-73.959448,foreclosure,other,Luxury,Manhattan,10028
bizzarro agency,105000,3,1.0,656.0,"2191 Bolton St #5e, Bronx, NY 10462, USA",40.8560699,-73.8688751,unknown,co op,Outlier,Bronx,10462
keller williams,799000,5,3.0,2400.0,"232 Throgs Neck Blvd, Bronx, NY 10465, USA",40.8181836,-73.812739,unknown,multi family home,Normal,Manhattan,10465
ny home ventures,202000,2,1.0,1453.0,"18-70 211th St #2a, Bayside, NY 11360, USA",40.7802813,-73.7818912,unknown,co op,Normal,Queens,11360
coldwell banker,720000,3,2.0,1430.0,"190 Chestnut Ave, Staten Island, NY 10305, USA",40.6149561,-74.0745548,contingent,other,Normal,Manhattan,10305
douglas elliman,599000,3,1.0,1200.0,"7901 4th Ave Apt D7, Brooklyn, NY 11209, USA",40.6279352,-74.0260154,unknown,co op,Normal,Brooklyn,11209
berkshire hathaway homeservices cangiano estates,235000,2,1.0,860.0,"162 Arlo Rd # A, Staten Island, NY 10301, USA",40.6192765,-74.09515,unknown,condo,Normal,Staten Island,10301
douglas elliman,319000,3,1.0,960.0,"58- 42 251st St, Queens, NY 11362, USA",40.7598591,-73.7290086,unknown,co op,Normal,Manhattan,11362
better homes and gardens real estate safari,1250000,4,4.0,3300.0,"24 Gianna Ct, Staten Island, NY 10306, USA",40.5675492,-74.140764,unknown,house,Normal,Manhattan,10306
claire,774888,3,2.0,960.0,"417 Genesee Ave, Staten Island, NY 10312, USA",40.5525576,-74.1709014,unknown,house,Normal,Manhattan,10312
robert e hill inc,105509,1,1.0,650.0,"60 Knolls Crescent #8f, Bronx, NY 10463, USA",40.879078,-73.9175196,unknown,co op,Outlier,Bronx,10463
century 21 kafcos,769000,4,2.0,1728.0,"4322 E Tremont Ave, Bronx, NY 10465, USA",40.8152029,-73.8154969,unknown,house,Normal,Manhattan,10465
ooakb f inc,395995,2,1.0,1100.0,"5601 Riverdale Ave #2b, Bronx, NY 10471, USA",40.9048823,-73.9051113,unknown,co op,Normal,Bronx,10471
peter ashe real estate peter ashe real estate,975000,1,2.0,900.0,"231-235 E 55th St # 45a, New York, NY 10022, USA",40.7585686,-73.9669708,for sale,other,Normal,Manhattan,10022
morris park,499999,2,1.0,1744.0,"616 City Island Ave, Bronx, NY 10464, USA",40.8549429,-73.7908303,unknown,house,Normal,Manhattan,10464
corcoran,748999,3,2.0,1620.0,"122 North Dr, Staten Island, NY 10305, USA",40.606691,-74.0724094,pending,other,Normal,Manhattan,10305
corcoran,149000,3,1.0,400.0,"87 St Marks Pl #4c, New York, NY 10009, USA",40.7276196,-73.9848906,unknown,co op,Normal,Manhattan,10009
capri jet corp,1099000,5,2.0,1760.0,"84-11 165th Ave, Jamaica, NY 11414, USA",40.6481943,-73.8452374,unknown,house,Normal,Manhattan,11414
prestige homes ny inc,1529999,6,5.0,2400.0,"116-25 134th St, Jamaica, NY 11420, USA",40.6780476,-73.8056181,unknown,multi family home,Normal,Manhattan,11420
gateway arms corp,675000,3,1.0,1404.0,"44 Hunter Pl, Staten Island, NY 10301, USA",40.6333513,-74.1021333,unknown,house,Normal,Manhattan,10301
liberty chateau inc,559900,3,2.0,980.0,"18 Navigator Ct, Staten Island, NY 10309, USA",40.5132339,-74.1959753,unknown,townhouse,Normal,Manhattan,10309
e house mgt inc,999000,3,2.0,950.0,"136-17 Carlton Pl, Flushing, NY 11354, USA",40.7644631,-73.8297531,unknown,land,Normal,Manhattan,11354
brooklyn bound corp,2295000,7,4.0,3632.0,"235 W 138th St, New York, NY 10030, USA",40.8180374,-73.9436858,unknown,house,Normal,Manhattan,10030
nexthome prestige,1150000,3,4.0,3000.0,"335 Preston Ave, Staten Island, NY 10312, USA",40.5343966,-74.1582874,unknown,house,Normal,Manhattan,10312
compass,13995000,7,2.3738608579684373,9026.0,"18 Prospect Park W, Brooklyn, NY 11215, USA",40.6712528,-73.9716506,unknown,townhouse,Luxury,Manhattan,11215
nobroker,235000,3,2.0,1400.0,"14350 Hoover Ave Apt 307, Jamaica, NY 11435, USA",40.7142299,-73.8152,unknown,co op,Normal,Queens,11435
sowae corp,215000,4,2.0,2000.0,"408 Van Siclen Ave, Brooklyn, NY 11207, USA",40.6694978,-73.8897534,unknown,house,Normal,Manhattan,11207
douglas elliman,7495000,4,4.0,2888.0,"378 West End Ave #4a, New York, NY 10024, USA",40.7833319,-73.9815796,unknown,condo,Luxury,Manhattan,10024
keller williams,2850000,4,4.0,4080.0,"30-53 35th St, Long Island City, NY 11103, USA",40.7639241,-73.9190583,unknown,townhouse,Outlier,Manhattan,11103
berkshire hathaway homeservices new york  eastchester,215000,2,2.0,747.0,"127 D Edgewater Park, Bronx, NY 10465, USA",40.8233271,-73.8110122,unknown,co op,Normal,Manhattan,10465
sowae corp,275000,2,1.0,1104.0,"3009 Coddington Ave, Bronx, NY 10461, USA",40.8409818,-73.8292936,unknown,house,Normal,Manhattan,10461
momentum real estate,898000,6,3.0,2100.0,"15 Spratt Ave, Staten Island, NY 10306, USA",40.5586967,-74.1351001,unknown,multi family home,Normal,Manhattan,10306
signature premier,275000,2,1.0,900.0,"1910 Pelham Pkwy S #2a, Bronx, NY 10461, USA",40.8554764,-73.8287193,unknown,co op,Normal,Bronx,10461
drop key,599000,4,2.0,1682.0,"114-36 Sutter Ave, Jamaica, NY 11420, USA",40.6747343,-73.8239749,unknown,house,Normal,Manhattan,11420
gateway arms corp,189000,1,1.0,730.0,"20 Cliff St #5b, Staten Island, NY 10305, USA",40.6109595,-74.060351,unknown,condo,Normal,Staten Island,10305
blooming,678990,3,3.0,1575.0,"155 Wellbrook Ave, Staten Island, NY 10314, USA",40.6012318,-74.1300175,unknown,multi family home,Normal,Manhattan,10314
superior service,800000,3,2.0,1824.0,"2660 Mill Ave, Brooklyn, NY 11234, USA",40.608799,-73.9128174,unknown,house,Normal,Manhattan,11234
taranto,549000,3,2.0,1092.0,"4 Jamie Ct, Staten Island, NY 10314, USA",40.6221107,-74.1499982,unknown,condo,Normal,Manhattan,10314
compass,849000,3,2.0,2000.0,"329 Wainwright Ave, Staten Island, NY 10312, USA",40.5528489,-74.1699382,unknown,house,Normal,Manhattan,10312
sowae corp,130000,3,2.3738608579684373,664.0,"263 South Ave, Staten Island, NY 10303, USA",40.6330671,-74.1659477,unknown,house,Outlier,Manhattan,10303
martino,489000,2,1.0,978.0,"615 Correll Ave, Staten Island, NY 10309, USA",40.546573,-74.213449,contingent,other,Normal,Manhattan,10309
re/max,799900,5,2.0,1750.0,"2339 Brigham St, Brooklyn, NY 11229, USA",40.5956263,-73.933927,unknown,multi family home,Normal,Manhattan,11229
berkshire hathaway homeservices new york  scarsdale,159000,2,1.0,1010.0,"3531 Bronxwood Ave, Bronx, NY 10469, USA",40.8762047,-73.8603621,unknown,co op,Normal,Manhattan,10469
douglas elliman,999500,3,2.0,1144.0,"157-23 16th Rd, Flushing, NY 11357, USA",40.784332,-73.8045713,unknown,house,Normal,Manhattan,11357
robert defalco inc,589000,3,2.0,2310.0,"68 Davis Ave, Staten Island, NY 10310, USA",40.6426635,-74.1108512,contingent,other,Normal,Manhattan,10310
exp,329000,2,1.0,850.0,"55 Austin Pl, Staten Island, NY 10304, USA",40.6316141,-74.0858954,unknown,condo,Normal,Manhattan,10304
compass,799000,3,2.0,1881.0,"431 E 32nd St, Brooklyn, NY 11226, USA",40.6402886,-73.9463493,unknown,house,Normal,Manhattan,11226
ben bay co,1188000,4,2.0,1580.0,"1268 76th St, Brooklyn, NY 11228, USA",40.6198659,-74.0087151,unknown,house,Normal,Manhattan,11228
pantiga  inc,729000,3,2.0,1400.0,"1625 Lurting Ave, Bronx, NY 10461, USA",40.846624,-73.8520911,unknown,house,Normal,Manhattan,10461
real broker ny,614900,3,2.0,1495.0,"30 Cunard Ave, Staten Island, NY 10304, USA",40.6142391,-74.0884134,contingent,other,Normal,Manhattan,10304
keller williams,599000,4,2.0,1500.0,"242 E 235th St, Bronx, NY 10470, USA",40.8972473,-73.868898,unknown,house,Normal,Manhattan,10470
douglas elliman,965000,3,1.0,540.0,"9 Dekalb Ave #54, Brooklyn, NY 11201, USA",40.6903851,-73.9825343,unknown,condo,Normal,Brooklyn,11201
american homes,1095000,4,4.0,2280.0,"89 Escanaba Ave, Staten Island, NY 10308, USA",40.5505648,-74.1599018,unknown,multi family home,Normal,Manhattan,10308
serhant,2295000,2,2.0,1242.0,"219 Hudson St #4a, New York, NY 10013, USA",40.7241501,-74.0080814,unknown,condo,Normal,Manhattan,10013
morris park,49500,3,2.3738608579684373,800.0,"150 City Island Ave #3e, Bronx, NY 10464, USA",40.8432844,-73.7846028,unknown,co op,Outlier,Bronx,10464
unlimited homes inc,460000,3,3.0,2256.0,"26 Durland Pl, Brooklyn, NY 11236, USA",40.641648,-73.9064568,unknown,house,Normal,Manhattan,11236
compass,1230250,3,2.0,1590.0,"70-17 Nansen St, Flushing, NY 11375, USA",40.7120962,-73.8518076,unknown,house,Normal,Manhattan,11375
homelink homes,799999,3,2.0,1344.0,"2047 E 38th St, Brooklyn, NY 11234, USA",40.6099147,-73.9287144,unknown,house,Normal,Manhattan,11234
ihome,1300000,15,6.0,4920.0,"3015 Avenue D, Brooklyn, NY 11226, USA",40.6411388,-73.9478417,unknown,multi family home,Outlier,Manhattan,11226
integrity core,749000,2,2.0,1300.0,"1322 208th Pl #1605, Bayside, NY 11360, USA",40.7874921,-73.7858086,unknown,condo,Normal,Queens,11360
american homes,265000,2,1.0,660.0,"19 Vera St, Staten Island, NY 10305, USA",40.5849224,-74.0968781,unknown,house,Normal,Manhattan,10305
re/max,575000,2,1.0,900.0,"190 Beach 109th St, Rockaway Park, NY 11694, USA",40.5809134,-73.8302012,unknown,house,Normal,Manhattan,11694
homesmart homes and estates,849000,4,2.0,2180.0,"2033 Hobart Ave, Bronx, NY 10461, USA",40.8528127,-73.8312235,unknown,multi family home,Normal,Manhattan,10461
nobroker,875000,2,2.0,1214.0,"244-89 61st Ave, Flushing, NY 11362, USA",40.7565472,-73.7339718,unknown,house,Normal,Manhattan,11362
