BROKERTITLE,PRICE,BEDS,BATH,PROPERTYSQFT,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,STATUS,PROPERTY_TYPE,ZIP,BOROUGH,PRICE_PER_SQFT,LUXURY
amorelli,169000,1,1.0,2184.207862,"21-57 33rd St #5d, Astoria, NY 11105, USA",40.7759232,-73.9087334,unknown,co op,11105,Queens,77.373588356766,False
douglas elliman,110000,1,1.0,650.0,"6535 Broadway #3g, Bronx, NY 10471, USA",40.906568,-73.8968047,pending,other,10471,Bronx,169.23076923076923,False
keller williams,225000,1,1.0,2184.207862,"3545 204th St # 399, Auburndale, NY 11361, USA",40.7664499,-73.78359,unknown,co op,11361,Queens,103.0121738477654,False
corcoran,350000,1,1.0,2184.207862,"2088 Madison Ave #1a, New York, NY 10037, USA",40.8099146,-73.9379084,pending,other,10037,Manhattan,160.24115931874618,False
coldwell banker,230000,1,1.0,2184.207862,"4325 Douglaston Pkwy Apt 6d, Douglaston, NY 11363, USA",40.7670699,-73.74642,unknown,co op,11363,Queens,105.30133326660463,False
brown harris stevens,775000,1,1.0,2184.207862,"401 West End Ave # 3d, New York, NY 10024, USA",40.7845412,-73.981249,unknown,co op,10024,Manhattan,354.8197099200808,False
mark murphy,378888,1,1.0,718.0,"966 Clove Rd H1, Staten Island, NY 10301, USA",40.6204781,-74.1109257,unknown,condo,10301,Staten Island,527.6991643454039,False
corcoran,850000,1,1.0,626.0,"158 India St APT 3, Brooklyn, NY 11222, USA",40.7322099,-73.9535842,unknown,condo,11222,Brooklyn,1357.8274760383385,False
brown harris stevens,192500,1,1.0,2184.207862,"555 Kappock St #12f, Bronx, NY 10463, USA",40.878087,-73.9170513,unknown,co op,10463,Bronx,88.1326376253104,False
gerard r desgranges,395000,1,1.0,550.0,"170 W 85th St #4n, New York, NY 10024, USA",40.7867652,-73.9753353,unknown,co op,10024,Manhattan,718.1818181818181,False
grandeur inc,1680000,1,1.0,3536.0,"314 W 138th St, New York, NY 10030, USA",40.8186279,-73.9460737,unknown,house,10030,Manhattan,475.1131221719457,False
elegran real estate and development,799000,1,1.0,684.0,"155 E 34th St #20a, New York, NY 10016, USA",40.746232,-73.978689,unknown,condo,10016,Manhattan,1168.1286549707602,False
howard hanna coach realtors floral park,270000,1,1.0,2184.207862,"18-75 Corporal Kennedy St #5j, Bayside, NY 11360, USA",40.779366,-73.7827644,unknown,co op,11360,Queens,123.61460861731848,False
piastro,311000,1,1.0,780.0,"40 Brighton 1st Rd #6b, Brooklyn, NY 11235, USA",40.5756277,-73.9667833,unknown,co op,11235,Brooklyn,398.71794871794873,False
re/max,159000,1,1.0,800.0,"2630 Kingsbridge Terrace #7b, Bronx, NY 10463, USA",40.8697508,-73.905391,unknown,co op,10463,Bronx,198.75,False
hometown,305000,1,1.0,750.0,"7259 Shore Rd #3g, Brooklyn, NY 11209, USA",40.6347271,-74.036817,unknown,co op,11209,Brooklyn,406.6666666666667,False
brown harris stevens,565000,1,1.0,2184.207862,"107 W 70th St #4f, New York, NY 10023, USA",40.776443,-73.979985,unknown,co op,10023,Manhattan,258.67501432883313,False
re/max,299000,1,1.0,750.0,"7119 Shore Rd #2c, Brooklyn, NY 11209, USA",40.636031,-74.0365302,unknown,co op,11209,Brooklyn,398.6666666666667,False
compass,735000,1,1.0,800.0,"205 W 95th St #3b, New York, NY 10025, USA",40.7938201,-73.9713411,unknown,co op,10025,Manhattan,918.75,False
exp,228888,1,1.0,900.0,"85-15 Main St #7a, Jamaica, NY 11435, USA",40.7097347,-73.8188287,unknown,co op,11435,Queens,254.32,False
prime  long island,275000,1,1.0,2184.207862,"65-15 Yellowstone Blvd #5h, Forest Hills, NY 11375, USA",40.7305839,-73.8503144,unknown,co op,11375,Queens,125.90376803615771,False
howard hanna rand,149000,1,1.0,750.0,"4380 Vireo Ave #6r, Bronx, NY 10470, USA",40.9010021,-73.8627053,unknown,co op,10470,Bronx,198.66666666666666,False
re/max,165000,1,1.0,625.0,"1922 McGraw Ave #6e, Bronx, NY 10462, USA",40.8344985,-73.8605246,unknown,co op,10462,Bronx,264.0,False
exp,269000,1,1.0,2184.207862,"67-66 108th St, Forest Hills, NY 11375, USA",40.7272034,-73.8471901,unknown,co op,11375,Manhattan,123.15677673355063,False
corcoran,750000,1,1.0,630.0,"504 W 110th St #9c, New York, NY 10025, USA",40.8032133,-73.9648078,unknown,multi family home,10025,Manhattan,1190.4761904761904,False
tony william r e brotherhood,199000,1,1.0,2184.207862,"13869 Jewel Ave # A, Flushing, NY 11367, USA",40.7288599,-73.82754,unknown,co op,11367,Queens,91.10854486980139,False
charles h greenthal property,239000,1,1.0,801.0,"26910 Grand Central Pkwy #7p, Queens, NY 11005, USA",40.7577991,-73.7159564,unknown,co op,11005,Queens,298.3770287141074,False
corcoran,549000,1,1.0,2184.207862,"56 Jane St #1b, New York, NY 10014, USA",40.7380264,-74.0053843,unknown,co op,10014,Manhattan,251.34970418854758,False
nest seekers  midtown,545000,1,1.0,2184.207862,"445 East 86th St #16c, New York, NY 10028, USA",40.7763285,-73.9475088,unknown,co op,10028,Manhattan,249.5183766534762,False
sotheby's,779000,1,1.0,517.0,"186 W 80th St #3a, New York, NY 10024, USA",40.7835114,-73.9776775,unknown,condo,10024,Manhattan,1506.769825918762,False
j milo real estate,199999,1,1.0,750.0,"10 E 43rd St #3k, Brooklyn, NY 11203, USA",40.655858,-73.9377831,unknown,condo,11203,Brooklyn,266.6653333333333,False
e  corp,569000,1,1.0,490.0,"41-62 Bowne St #11c, Flushing, NY 11355, USA",40.7576255,-73.8231097,unknown,condo,11355,Queens,1161.2244897959183,False
fillmore real estate fusion team inc,183000,1,1.0,831.0,"2166 Bronx Pk E #5j, Bronx, NY 10462, USA",40.8552565,-73.8693804,unknown,co op,10462,Bronx,220.21660649819495,False
keller williams,435000,1,1.0,661.0,"109-20 Queens Blvd #3a, Forest Hills, NY 11375, USA",40.7198175,-73.8412403,unknown,condo,11375,Queens,658.0937972768533,False
brown harris stevens,205000,1,1.0,1000.0,"3475 Greystone Ave #4c, Bronx, NY 10463, USA",40.8850075,-73.9070017,unknown,co op,10463,Bronx,205.0,False
brown harris stevens,399000,1,1.0,2184.207862,"445 East 86th St #3c, New York, NY 10028, USA",40.7763285,-73.9475088,unknown,co op,10028,Manhattan,182.67492162337064,False
exit all seasons,399000,1,1.0,616.0,"60-70 Woodhaven Blvd #4b, Elmhurst, NY 11373, USA",40.7301358,-73.871999,unknown,condo,11373,Queens,647.7272727272727,False
ben bay company of staten island,450000,1,1.0,776.0,"90 Bay Street Landing #7h, Staten Island, NY 10301, USA",40.6403656,-74.0737574,unknown,condo,10301,Staten Island,579.8969072164948,False
bond new york columbus circle,585000,1,1.0,2184.207862,"136 W 81st St #4f, New York, NY 10024, USA",40.7836953,-73.9760584,unknown,co op,10024,Manhattan,267.83165200419006,False
e  corp,550000,1,1.0,720.0,"88-30 51st Ave #6b, Queens, NY 11373, USA",40.7392191,-73.874525,unknown,condo,11373,Queens,763.8888888888889,False
corcoran,365000,1,1.0,2184.207862,"175 Rivington St #1a, New York, NY 10002, USA",40.7187352,-73.9847294,unknown,co op,10002,Manhattan,167.10863757526388,False
trebach inc,199000,1,1.0,2184.207862,"601 Kappock St #1b, Bronx, NY 10463, USA",40.8789773,-73.916004,unknown,co op,10463,Bronx,91.10854486980139,False
coldwell banker,480000,1,1.0,506.0,"2128 Ocean Ave #5j, Brooklyn, NY 11229, USA",40.6098786,-73.9536851,unknown,condo,11229,Brooklyn,948.6166007905139,False
ashford homes,318000,1,1.0,638.0,"45 Francine Ct, Staten Island, NY 10306, USA",40.5698778,-74.1224355,unknown,condo,10306,Manhattan,498.43260188087777,False
qvtopservice,135000,1,1.0,792.0,"1040 Neilson St Apt 2f, Far Rockaway, NY 11691, USA",40.6030799,-73.74755,unknown,co op,11691,Queens,170.45454545454547,False
realty connect usa,318000,1,1.0,748.0,"40-40 203rd St #5b, Flushing, NY 11361, USA",40.7604949,-73.7815883,unknown,co op,11361,Queens,425.1336898395722,False
brisman,319999,1,1.0,660.0,"1717 E 14th St #2h, Brooklyn, NY 11229, USA",40.6077014,-73.958782,unknown,co op,11229,Brooklyn,484.8469696969697,False
showcase inc,475000,1,1.0,950.0,"35-24 78th St #67, Jackson Heights, NY 11372, USA",40.75054,-73.8885096,unknown,co op,11372,Queens,500.0,False
century 21 amiable  ii inc,225000,1,1.0,2184.207862,"88-8 151st Ave #5a, Howard Beach, NY 11414, USA",40.6685699,-73.8471189,unknown,co op,11414,Queens,103.0121738477654,False
re/max,284888,1,1.0,2184.207862,"37-21 80th St #4a, Flushing, NY 11372, USA",40.748924,-73.8857529,unknown,co op,11372,Queens,130.43080970285416,False
golden real corp,289000,1,1.0,750.0,"3100 Brighton 3rd St #4b, Brooklyn, NY 11235, USA",40.5764319,-73.9643613,unknown,co op,11235,Brooklyn,385.3333333333333,False
all area brokerage inc,155000,1,1.0,2184.207862,"87-15 165th St #4j, Jamaica, NY 11432, USA",40.7104509,-73.7982064,unknown,co op,11432,Queens,70.96394198401616,False
re/max,260000,1,1.0,800.0,"2950 Ocean Ave #11, Brooklyn, NY 11235, USA",40.5892251,-73.94999,unknown,co op,11235,Brooklyn,325.0,False
nest seekers  tribeca,455000,1,1.0,725.0,"415 E 85th St #1a, New York, NY 10028, USA",40.7760324,-73.9487922,unknown,co op,10028,Manhattan,627.5862068965517,False
compass,209000,1,1.0,2184.207862,"200 E 17th St 2 97, Brooklyn, NY 11226, USA",40.6456538,-73.9636266,unknown,co op,11360,Brooklyn,95.68686370747986,False
re/max,259000,1,1.0,625.0,"325 Marine Ave Apt C8, Brooklyn, NY 11209, USA",40.6147332,-74.0337807,unknown,co op,11209,Brooklyn,414.4,False
manhattan network inc,479900,1,1.0,550.0,"2141 2nd Ave #5c, New York, NY 10029, USA",40.7934089,-73.9407833,unknown,condo,10029,Manhattan,872.5454545454545,False
welcome home r e sunny,375000,1,1.0,2184.207862,"39-65 52nd St #5b, Woodside, NY 11377, USA",40.7467824,-73.9119505,unknown,co op,11377,Queens,171.68695641294232,False
compass,599000,1,1.0,755.0,"452 W 50th St #4a, New York, NY 10019, USA",40.7643103,-73.9913297,unknown,co op,10019,Manhattan,793.3774834437086,False
exp,338000,1,1.0,2184.207862,"34-40 79th St #1b, Queens, NY 11372, USA",40.7522642,-73.8878675,unknown,co op,11372,Queens,154.747176713532,False
exp,339000,1,1.0,2184.207862,"4230 Douglaston Pkwy Apt 7b, Douglaston, NY 11363, USA",40.7686099,-73.74772,unknown,co op,11363,Queens,155.20500859729987,False
goldstone n y,219000,1,1.0,2184.207862,"150-25 72nd Rd, Flushing, NY 11367, USA",40.7288351,-73.8169278,unknown,co op,11367,Manhattan,100.26518254515832,False
benjamin since 1980,299000,1,1.0,2184.207862,"70-31 108th St, Forest Hills, NY 11375, USA",40.7220791,-73.8436959,unknown,co op,11375,Manhattan,136.89173324658603,False
re/max,459999,1,1.0,640.0,"3308 Lucerne St, Bronx, NY 10465, USA",40.8426371,-73.8168754,unknown,house,10465,Manhattan,718.7484375,False
etpg eastpointe,1395000,1,1.0,2184.207862,"420 W 23rd St #2b, New York, NY 10011, USA",40.7467155,-74.0024044,unknown,condo,10011,Manhattan,638.6754778561454,False
keller williams,498888,1,1.0,750.0,"12-5 Estates Ln #231, Bayside, NY 11360, USA",40.788818,-73.7867657,pending,other,11360,Queens,665.184,False
coldwell banker,199000,1,1.0,2184.207862,"150-14 Village Rd #93, Queens, NY 11435, USA",40.7166575,-73.8111887,unknown,co op,11432,Queens,91.10854486980139,False
re/max,299900,1,1.0,525.0,"2600 Henry Hudson Pkwy #1e, Bronx, NY 10463, USA",40.8808246,-73.9173093,unknown,condo,10463,Bronx,571.2380952380952,False
charles h greenthal property,234900,1,1.0,753.0,"26910 Grand Central Pkwy #6m, Queens, NY 11005, USA",40.7577991,-73.7159564,unknown,co op,11005,Queens,311.9521912350598,False
coldwell banker,199000,1,1.0,2184.207862,"2147 33rd St Apt 1h, Astoria, NY 11105, USA",40.7771999,-73.9073699,unknown,co op,11105,Queens,91.10854486980139,False
brown harris stevens,140000,1,1.0,2184.207862,"828 Gerard Ave #4g, Bronx, NY 10451, USA",40.8260352,-73.9256625,unknown,co op,10451,Bronx,64.09646372749847,False
exp,279000,1,1.0,2184.207862,"6738 108th St Apt B22, Forest Hills, NY 11375, USA",40.7282899,-73.8472,unknown,co op,11375,Queens,127.7350955712291,False
corcoran,750000,1,1.0,943.0,"1 Tiffany Pl #3b, Brooklyn, NY 11231, USA",40.6870254,-74.0004951,unknown,condo,11231,Brooklyn,795.3340402969247,False
brp  inc,175000,1,1.0,800.0,"2232 Brigham St #1j, Brooklyn, NY 11229, USA",40.5980473,-73.9354323,unknown,co op,11229,Brooklyn,218.75,False
william raveis real estate rye,136999,1,1.0,750.0,"2105 Wallace Ave #2f, Bronx, NY 10462, USA",40.8533818,-73.8651554,unknown,co op,10462,Bronx,182.66533333333334,False
brown harris stevens,329000,1,1.0,2184.207862,"187 Pinehurst Ave #4a, New York, NY 10033, USA",40.8544444,-73.9377977,unknown,co op,10033,Manhattan,150.6266897596214,False
douglas elliman,825000,1,1.0,750.0,"132 E 35th St #10b, New York, NY 10016, USA",40.7468058,-73.9797483,unknown,co op,10016,Manhattan,1100.0,False
the agency,685000,1,1.0,2184.207862,"225 Lincoln Pl #3g, Brooklyn, NY 11217, USA",40.6752414,-73.9729777,unknown,co op,11217,Brooklyn,313.61484038097467,False
affordable corp,189000,1,1.0,2184.207862,"87-05 166th St #4h, Jamaica, NY 11432, USA",40.7109831,-73.7970163,unknown,co op,11432,Queens,86.53022603212294,False
fillmore real estate fusion team inc,408000,1,1.0,787.0,"2121 Shore Pkwy #7f, Brooklyn, NY 11214, USA",40.5856282,-73.9879851,unknown,condo,11214,Manhattan,518.4243964421855,False
high class sb,559000,1,1.0,830.0,"63 Brighton 2nd Pl #4a, Brooklyn, NY 11235, USA",40.5795498,-73.9658695,unknown,condo,11235,Brooklyn,673.4939759036145,False
corcoran,815000,1,1.0,630.0,"33 E 22nd St #4f, New York, NY 10010, USA",40.7400376,-73.9876681,unknown,co op,10010,Manhattan,1293.6507936507937,False
compass,850000,1,1.0,2184.207862,"720 Greenwich St Apt 7m, New York, NY 10014, USA",40.7343573,-74.0073312,unknown,co op,10014,Manhattan,389.1571012026693,False
fillmore real estate,399000,1,1.0,561.0,"2613 Emmons Ave #326, Brooklyn, NY 11235, USA",40.5839568,-73.9420847,unknown,condo,11235,Brooklyn,711.2299465240642,False
coldwell banker,225000,1,1.0,2184.207862,"16030 Cross Island Pkwy #619, Whitestone, NY 11357, USA",40.7864852,-73.8017612,unknown,co op,11357,Queens,103.0121738477654,False
corcoran,235000,1,1.0,2184.207862,"118-18 Union Tpke #15e, Kew Gardens, NY 11415, USA",40.7123992,-73.8339305,unknown,co op,11415,Queens,107.59049268544386,False
keller williams,560000,1,1.0,700.0,"200 E 36th St #17g, New York, NY 10016, USA",40.7467649,-73.976998,unknown,co op,10016,Manhattan,800.0,False
realty executives metro garden,255000,1,1.0,650.0,"6636 Yellowstone Blvd Apt 26b, Forest Hills, NY 11375, USA",40.7291499,-73.84944,unknown,co op,11375,Queens,392.3076923076923,False
connie profaci,198000,1,1.0,1000.0,"1100 Clove Rd, Staten Island, NY 10301, USA",40.6189484,-74.1071576,unknown,condo,10301,Manhattan,198.0,False
nobroker,239000,1,1.0,2184.207862,"111- 31 66th Ave #2c, Forest Hills, NY 11375, USA",40.7318103,-73.8443526,unknown,co op,11375,Queens,109.42182022051524,False
coldwell banker,279999,1,1.0,790.0,"3235 Emmons Ave Apt 412, Brooklyn, NY 11235, USA",40.5844399,-73.9316116,unknown,co op,11235,Brooklyn,354.4291139240506,False
julia shildkret real estate,309000,1,1.0,850.0,"6636 Yellowstone Blvd Apt 14e, Forest Hills, NY 11375, USA",40.7291499,-73.84944,unknown,co op,11375,Queens,363.52941176470586,False
modlin,1350000,1,1.0,850.0,"50 E 72nd St #3d, New York, NY 10021, USA",40.7711516,-73.9646688,unknown,condo,10021,Manhattan,1588.235294117647,False
utopia real estate,239900,1,1.0,2184.207862,"163- 2 17th Ave, Whitestone, NY 11357, USA",40.7828417,-73.8000905,unknown,co op,11357,Manhattan,109.83386891590631,False
keller williams,130000,1,1.0,720.0,"2081 Cruger Ave #4c, Bronx, NY 10462, USA",40.8527259,-73.8670374,unknown,co op,10462,Bronx,180.55555555555554,False
compass,679000,1,1.0,2184.207862,"200 Cabrini Blvd Apt 117, New York, NY 10033, USA",40.853549,-73.9392769,unknown,co op,10033,Manhattan,310.8678490783676,False
corcoran,799000,1,1.0,2184.207862,"430 W 34th St. #12h, New York, NY 10001, USA",40.7536573,-73.9975607,unknown,co op,10001,Manhattan,365.80767513050915,False
corcoran,475000,1,1.0,750.0,"100 Remsen St #8c, Brooklyn, NY 11201, USA",40.6939582,-73.9943695,unknown,co op,11201,Brooklyn,633.3333333333334,False
keller williams,220000,1,1.0,750.0,"245-54 62nd Ave, Douglaston, NY 11362, USA",40.7554479,-73.7319604,unknown,co op,11362,Manhattan,293.3333333333333,False
compass,600000,1,1.0,715.0,"545 W 111th St #2b, New York, NY 10025, USA",40.8043692,-73.964408,unknown,co op,10025,Manhattan,839.1608391608391,False
bo s prime,239000,1,1.0,700.0,"150 West End Ave #1j, Brooklyn, NY 11235, USA",40.5782536,-73.9534785,unknown,co op,11235,Brooklyn,341.42857142857144,False
john edwards real estate inc,209000,1,1.0,658.0,"1594 Unionport Rd #2a, Bronx, NY 10462, USA",40.8391003,-73.8566691,unknown,condo,10462,Bronx,317.629179331307,False
douglas elliman,950000,1,1.0,2184.207862,"310 E 46th St #17h, New York, NY 10017, USA",40.751918,-73.9698335,unknown,house,10017,Manhattan,434.9402895794539,False
coldwell banker,450000,1,1.0,724.0,"2120 Ocean Ave #5b, Brooklyn, NY 11229, USA",40.610069,-73.9537478,unknown,condo,11229,Brooklyn,621.5469613259669,False
homes r us of ny inc,339000,1,1.0,693.0,"4219 Amboy Rd #4a, Staten Island, NY 10308, USA",40.5475295,-74.1568654,contingent,other,10308,Staten Island,489.1774891774892,False
exp,189999,1,1.0,2184.207862,"3230 93rd St Apt A7, East Elmhurst, NY 11369, USA",40.7586799,-73.8755,unknown,co op,11369,Queens,86.98760008400701,False
brown harris stevens,399000,1,1.0,2184.207862,"102-10 66th Rd #14a, Flushing, NY 11375, USA",40.7282586,-73.8513251,unknown,co op,11375,Queens,182.67492162337064,False
compass,650000,1,1.0,2184.207862,"165 E 60th St #5c, New York, NY 10065, USA",40.762566,-73.9667017,unknown,co op,10022,Manhattan,297.59072444910004,False
chous  inc,299000,1,1.0,850.0,"68-09 138th St #2b, Flushing, NY 11367, USA",40.7313319,-73.8284665,unknown,co op,11367,Queens,351.7647058823529,False
sotheby's,845000,1,1.0,2184.207862,"120 Central Park S #3g, New York, NY 10019, USA",40.7659315,-73.9773407,unknown,co op,10019,Manhattan,386.8679417838301,False
compass,315000,1,1.0,2184.207862,"35-51 85th St #6f, Jackson Heights, NY 11372, USA",40.7507495,-73.8811907,unknown,co op,11372,Queens,144.21704338687155,False
brown harris stevens,205000,1,1.0,2184.207862,"2750 Johnson Ave #5c, Bronx, NY 10463, USA",40.8801731,-73.91173,unknown,co op,10463,Bronx,93.85553617240848,False
elegran real estate and development,625000,1,1.0,2184.207862,"55 E 65th St #4b, New York, NY 10065, USA",40.7669715,-73.9674377,unknown,co op,10065,Manhattan,286.14492735490387,False
private homes,269000,1,1.0,2184.207862,"3721 80th St Apt 6b, Jackson Heights, NY 11372, USA",40.7490728,-73.8859424,unknown,co op,11372,Queens,123.15677673355063,False
compass,450000,1,1.0,2184.207862,"152 E 83rd St #3d, New York, NY 10028, USA",40.777093,-73.956552,unknown,co op,10028,Manhattan,206.0243476955308,False
dreamlife new york,279000,1,1.0,600.0,"680 81st St #3d, Brooklyn, NY 11228, USA",40.6220567,-74.0200513,unknown,co op,11228,Brooklyn,465.0,False
izsa miriam izsak,625000,1,1.0,650.0,"245 E 25th St #8l, New York, NY 10010, USA",40.7395218,-73.9802307,unknown,co op,10010,Manhattan,961.5384615384615,False
morris park,149999,1,1.0,694.0,"5621 Netherland Ave #3c, Bronx, NY 10471, USA",40.9049984,-73.9065719,unknown,co op,10471,Bronx,216.13688760806917,False
bond new york columbus circle,550000,1,1.0,2184.207862,"57 W 93rd St #3g, New York, NY 10025, USA",40.7908539,-73.9681725,unknown,co op,10025,Manhattan,251.80753607231543,False
foxworth inc,279000,1,1.0,2184.207862,"3015 Riverdale Ave #6a, Bronx, NY 10463, USA",40.8809305,-73.9107494,unknown,co op,10463,Bronx,127.7350955712291,False
tom crimmins ltd,239500,1,1.0,864.0,"50 Fort Pl #2, Staten Island, NY 10301, USA",40.6414367,-74.0802253,unknown,condo,10301,Staten Island,277.1990740740741,False
besmatch real estate,235000,1,1.0,850.0,"Parking lot, 3512 Oxford Ave #1b, Bronx, NY 10463, USA",40.8858375,-73.9088586,unknown,co op,10463,Bronx,276.47058823529414,False
douglas elliman,680000,1,1.0,2184.207862,"200 E 90th St #20d, New York, NY 10128, USA",40.7810446,-73.9519172,unknown,house,10128,Manhattan,311.32568096213544,False
keller williams,598000,1,1.0,2184.207862,"333 E 46th St #17e, New York, NY 10017, USA",40.7520734,-73.9690003,unknown,condo,10017,Manhattan,273.78346649317206,False
